strategy,scenario,regime,size,run,seed,target_disorder,actual_disorder,operation_count,duration_seconds,valid,timed_out,returncode,bench_strategy,bench_complexity,error
adaptive,medium,medium,32,3,31010045,0.35,0.35080645161290325,126,0.0021416989984572865,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,32,4,31010046,0.35,0.35080645161290325,185,0.002272043999255402,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,32,5,31010047,0.35,0.35080645161290325,176,0.0022873919988342095,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,32,6,31010048,0.35,0.35080645161290325,154,0.0024171779987227637,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,32,7,31010049,0.35,0.35080645161290325,167,0.0023104669999156613,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,64,1,31020043,0.35,0.3501984126984127,392,0.0027349650008545723,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,64,2,31020044,0.35,0.3501984126984127,360,0.002704554997762898,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,64,3,31020045,0.35,0.3501984126984127,368,0.0027516980007931124,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,64,4,31020046,0.35,0.3501984126984127,331,0.0026938219998555724,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,64,5,31020047,0.35,0.3501984126984127,456,0.0029893969986005686,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,64,6,31020048,0.35,0.3501984126984127,466,0.003010805001395056,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,64,7,31020049,0.35,0.3501984126984127,480,0.002978060001623817,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,128,1,31030043,0.35,0.3500246062992126,1098,0.004626933001418365,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,128,2,31030044,0.35,0.3500246062992126,976,0.004327569000452058,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,128,3,31030045,0.35,0.3500246062992126,1111,0.004602188997523626,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,128,4,31030046,0.35,0.3500246062992126,1110,0.004679374997067498,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,128,5,31030047,0.35,0.3500246062992126,1216,0.004774622997501865,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,128,6,31030048,0.35,0.3500246062992126,1187,0.004714925002190284,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,128,7,31030049,0.35,0.3500246062992126,1115,0.00474436200238415,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,256,1,31040043,0.35,0.35,3114,0.010047043000668054,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,256,2,31040044,0.35,0.35,2939,0.009741655998368515,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,256,3,31040045,0.35,0.35,3246,0.010183221998886438,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,256,4,31040046,0.35,0.35,3452,0.01075852700159885,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,256,5,31040047,0.35,0.35,3361,0.01065578599809669,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,256,6,31040048,0.35,0.35,3040,0.00993330699930084,True,False,0,adaptive,n*sqrt(n),
adaptive,medium,medium,256,7,31040049,0.35,0.35,2786,0.009512857002846431,True,False,0,adaptive,n*sqrt(n),
adaptive,high,high,16,1,32000043,0.75,0.75,96,0.0020600279967766255,True,False,0,adaptive,n*log2(n),
adaptive,high,high,16,2,32000044,0.75,0.75,96,0.002020885000092676,True,False,0,adaptive,n*log2(n),
adaptive,high,high,16,3,32000045,0.75,0.75,96,0.002010855001572054,True,False,0,adaptive,n*log2(n),
adaptive,high,high,16,4,32000046,0.75,0.75,96,0.002026600999670336,True,False,0,adaptive,n*log2(n),
adaptive,high,high,16,5,32000047,0.75,0.75,96,0.0020235340016370174,True,False,0,adaptive,n*log2(n),
adaptive,high,high,16,6,32000048,0.75,0.75,96,0.0020515249998425134,True,False,0,adaptive,n*log2(n),
adaptive,high,high,16,7,32000049,0.75,0.75,96,0.00206138100111275,True,False,0,adaptive,n*log2(n),
adaptive,high,high,32,1,32010043,0.75,0.75,240,0.002332550000573974,True,False,0,adaptive,n*log2(n),
adaptive,high,high,32,2,32010044,0.75,0.75,240,0.002299158000823809,True,False,0,adaptive,n*log2(n),
adaptive,high,high,32,3,32010045,0.75,0.75,240,0.0024258379999082536,True,False,0,adaptive,n*log2(n),
adaptive,high,high,32,4,32010046,0.75,0.75,240,0.002374456998950336,True,False,0,adaptive,n*log2(n),
adaptive,high,high,32,5,32010047,0.75,0.75,240,0.002300861000549048,True,False,0,adaptive,n*log2(n),
adaptive,high,high,32,6,32010048,0.75,0.75,240,0.0023448550018656533,True,False,0,adaptive,n*log2(n),
adaptive,high,high,32,7,32010049,0.75,0.75,240,0.0023141519995988347,True,False,0,adaptive,n*log2(n),
adaptive,high,high,64,1,32020043,0.75,0.75,576,0.003114328999799909,True,False,0,adaptive,n*log2(n),
adaptive,high,high,64,2,32020044,0.75,0.75,576,0.0031093400029931217,True,False,0,adaptive,n*log2(n),
adaptive,high,high,64,3,32020045,0.75,0.75,576,0.00308585000311723,True,False,0,adaptive,n*log2(n),
adaptive,high,high,64,4,32020046,0.75,0.75,576,0.003078188998188125,True,False,0,adaptive,n*log2(n),
adaptive,high,high,64,5,32020047,0.75,0.75,576,0.003101214999333024,True,False,0,adaptive,n*log2(n),
adaptive,high,high,64,6,32020048,0.75,0.75,576,0.003076731001783628,True,False,0,adaptive,n*log2(n),
adaptive,high,high,64,7,32020049,0.75,0.75,576,0.003156694998324383,True,False,0,adaptive,n*log2(n),
adaptive,high,high,128,1,32030043,0.75,0.75,1344,0.005054495999502251,True,False,0,adaptive,n*log2(n),
adaptive,high,high,128,2,32030044,0.75,0.75,1344,0.004800660000910284,True,False,0,adaptive,n*log2(n),
adaptive,high,high,128,3,32030045,0.75,0.75,1344,0.004799686998012476,True,False,0,adaptive,n*log2(n),
adaptive,high,high,128,4,32030046,0.75,0.75,1344,0.004890649001026759,True,False,0,adaptive,n*log2(n),
adaptive,high,high,128,5,32030047,0.75,0.75,1344,0.004850359000556637,True,False,0,adaptive,n*log2(n),
adaptive,high,high,128,6,32030048,0.75,0.75,1344,0.004867343999649165,True,False,0,adaptive,n*log2(n),
adaptive,high,high,128,7,32030049,0.75,0.75,1344,0.004842112000915222,True,False,0,adaptive,n*log2(n),
adaptive,high,high,256,1,32040043,0.75,0.75,3072,0.009463893999054562,True,False,0,adaptive,n*log2(n),
adaptive,high,high,256,2,32040044,0.75,0.75,3072,0.009344260000943905,True,False,0,adaptive,n*log2(n),
adaptive,high,high,256,3,32040045,0.75,0.75,3072,0.00892700300028082,True,False,0,adaptive,n*log2(n),
adaptive,high,high,256,4,32040046,0.75,0.75,3072,0.008725828996830387,True,False,0,adaptive,n*log2(n),
adaptive,high,high,256,5,32040047,0.75,0.75,3072,0.008989759997348301,True,False,0,adaptive,n*log2(n),
adaptive,high,high,256,6,32040048,0.75,0.75,3072,0.009410696999111678,True,False,0,adaptive,n*log2(n),
adaptive,high,high,256,7,32040049,0.75,0.75,3072,0.009459123997658025,True,False,0,adaptive,n*log2(n),
